NAME_2,NAME_3,avg_rainfall,max_rainfall,avg_temperature,elevation,landcover_class,ndvi,slope,soil_moisture,year,month,banjir,lat,long,geometry,distance_to_river
Aceh Besar,lhoong,56.417,134.108,24.55,350.874,Unknown,0.775,8.233,36.298,2023,1,1,5.2566,95.2879,POINT (-581336.3563425613 10589486.533177989),10738.44921354226
Aceh Barat,johanpahlawan,44.077,59.3,32.3,15.09,Tree Cover,0.714,0.286,32.58583333333333,2024,9,1,4.1892,96.1194,POINT (-489519.8010159469 10468676.98865446),43759.39825360286
Aceh Tenggara,semadam,45.252,70.894,29.64,152.073,Unknown,0.546,2.278,38.928,2023,8,1,3.3881,97.8827,POINT (-292642.7905041658 10377412.180156399),2611.9935193583356
bogor,cileungsi,36.578,72.798,34.66,69.866,Tree cover,0.392,0.251,39.423,2023,1,1,-6.4094,106.9962,POINT (720791.7622445248 9291109.628808832),10187.669684463674
Bengkulu Utara,lais,58.638,77.691,28.65,61.445,Tree Cover,0.852,0.652,32.654,2022,6,1,-3.4626,102.0716,POINT (174591.68104776822 9616771.402289433),794.4812164483577
Aceh Jaya,jaya,46.868,109.533,24.83,506.304,Unknown,0.79,8.289,36.606,2021,8,1,5.115,95.4578,POINT (-562484.7493118457 10573319.998500923),1220.0312745718104
bekasi,muaragembong,81.808,133.112,27.71,1.597,Permanent water bodies,0.121,0.046,39.622,2021,2,1,-6.0033,107.0499,POINT (726907.5824106361 9336005.983079774),1374.27421523576
Bintan,telukbintan,77.271,185.726,26.06,11.991,Unknown,0.547,0.532,23.555,2023,1,1,1.0423,104.4556,POINT (439430.9495288699 10115210.829131888),70498.12284693096
Aceh Timur,rantaupeureulak,46.493,89.323,29.91,54.995,Unknown,0.61,0.836,38.559,2023,11,1,4.7677,97.7143,POINT (-310099.85740837746 10531284.862484992),25230.408731147985
Ogan Komering Ulu Selatan,buaypemaca,72.486,111.41,29.62,489.372,Tree Cover,0.502,2.942,32.901,2022,10,1,-4.723,104.2273,POINT (414305.2715577716 9477907.153460963),828.7987830887685
Serdang Bedagai,bintangbayu,26.597,34.392,28.23,98.641,Unknown,0.698,0.503,30.95,2024,12,1,3.2967,98.9273,POINT (-175895.41926054645 10366454.12793372),33601.27811120994
Aceh Selatan,tapaktuan,49.881,61.797,25.05,601.413,Unknown,0.741,10.497,33.674,2024,8,1,3.2862,97.2287,POINT (-365998.34315983136 10366610.227532897),46018.041484450085
Serang,bojonegara,44.736,80.559,24.38,102.798,Unknown,0.552,2.293,38.079,2023,3,1,-5.9608,106.0738,POINT (618852.1536626096 9341013.014408963),49373.13307981021
depok,limo,63.065,116.462,36.87,73.923,Built-up,0.343,0.284,41.265,2024,1,1,-6.3686,106.7808,POINT (696974.8454233266 9295709.678361736),22335.15284599352
jakarta utara,cilincing,81.631,162.489,30.84,3.19,Built-up,0.226,0.068,38.81,2020,2,1,-6.1243,106.9421,POINT (714922.4162499532 9322666.292553814),11839.886181753953
Lebak,rangkasbitung,39.871,76.144,31.56,43.009,Unknown,0.688,0.461,37.479,2021,4,1,-6.3568,106.2835,POINT (641960.7887483413 9297177.651121337),41158.63658158447
kota bekasi,bekasitimur,25.196,42.048,40.86,19.269,Built-up,0.218,0.113,32.123,2020,10,1,-6.2421,107.0191,POINT (723397.5460750575 9309604.930057365),1619.590600797398
bogor,pamijahan,83.489,198.237,26.61,827.34,Tree cover,0.658,5.169,33.992,2020,9,1,-6.6933,106.6596,POINT (683446.7229882795 9259845.809448145),55201.54245764891
jakarta selatan,pasarminggu,38.439,80.111,38.24,35.89,Built-up,0.405,0.23,41.007,2020,5,1,-6.2908,106.8293,POINT (702371.5107982769 9304295.513591386),15737.245241854227
Asahan,telukdalam,37.725,70.037,27.55,22.09,Unknown,0.76,0.231,30.835,2024,1,1,2.8098,99.6687,POINT (-93390.28409999888 10311926.119300885),3163.8264546234523
Bireuen,peulimbang,80.088,178.273,25.0,678.47,Tree Cover,0.682,6.664,34.718,2023,1,1,5.0441,96.5059,POINT (-444981.6867040765 10563732.18800469),61606.40681107757
Pandeglang,panimbang,88.433,127.217,27.72,43.99,Unknown,0.287,1.166,38.601,2020,12,1,-6.5265,105.714,POINT (578940.8545784894 9278538.49440981),100308.2212030462
Bungo,jujuhan,50.011,85.954,28.91,112.573,Unknown,0.533,0.581,30.183,2023,3,1,-1.3106,101.7718,POINT (140684.26814699156 9854907.358342487),2388.4979406521184
Kota Solok,lubuksikarah,39.637,61.392,29.1,757.448,Unknown,0.712,5.064,32.264,2020,9,1,-0.795,100.6108,POINT (11157.227669837652 9911868.372773133),2880.2633511043227
bekasi,muaragembong,83.439,153.041,26.87,1.597,Permanent water bodies,0.095,0.046,39.244,2020,2,1,-6.0033,107.0499,POINT (726907.5824106361 9336005.983079774),1374.27421523576
Kampar,kamparutara,71.533,105.091,27.31,45.408,Tree Cover,0.688,0.293,31.618,2024,5,1,0.4086,101.0841,POINT (63927.500323123066 10045268.980553394),3328.020122342555
Lampung Selatan,penengahan,32.139,55.544,27.45,192.786,Unknown,0.714,3.689,41.35,2024,2,1,-5.7498,105.6878,POINT (576154.2251115543 9364407.164994417),16794.871647400905
Kampar,gunungsahilan,53.724,89.453,27.33,51.805,Tree Cover,0.504,0.601,35.932,2024,1,1,0.0281,101.3098,POINT (89087.07676445635 10003112.390936172),1518.7641994176347
Serang,tirtayasa,60.837,110.977,26.09,2.555,Unknown,0.115,0.047,37.609,2024,12,1,-5.9861,106.3109,POINT (645092.6995913142 9338158.847036142),35869.29577381025
bogor,ciomas,76.238,117.231,33.03,268.719,Built-up,0.552,1.946,37.206,2021,5,1,-6.6095,106.762,POINT (694802.0995304857 9269074.352392815),40996.34590325677
Kampar,kamparkiri,91.395,145.674,27.61,96.188,Tree Cover,0.588,1.446,39.297,2023,12,1,-0.0083,101.1168,POINT (67563.64754846873 9999080.475309076),1438.5766564698272
kota bekasi,bekasitimur,64.017,88.978,37.38,19.269,Built-up,0.154,0.113,36.233,2020,1,1,-6.2421,107.0191,POINT (723397.5460750575 9309604.930057365),1619.590600797398
Mandailing Natal,muarasipongi,36.387,61.306,23.6,984.777,Tree Cover,0.786,7.084,37.326,2024,9,1,0.6135,99.8811,POINT (-70337.16413935449 10068083.560616301),3591.2566483177734
bogor,cigudeg,110.932,203.233,29.05,309.2,Tree cover,0.686,3.666,40.377,2021,11,1,-6.4937,106.5461,POINT (670966.1223528992 9281959.333025623),37621.483421128796
bekasi,setu,77.942,122.155,30.61,51.932,Tree cover,0.508,0.202,39.707,2021,2,1,-6.3637,107.0373,POINT (725359.5351104357 9296146.739579484),3971.5363466737367
Lima Puluh Kota,harau,51.28,73.554,26.23,764.305,Unknown,0.669,5.152,33.147,2023,11,1,-0.1197,100.6956,POINT (20574.86151936621 9986731.876380175),8082.211643988407
Kepahiang,kepahiang,56.526,99.68,27.92,603.723,Tree Cover,0.786,3.165,33.881,2024,4,1,-3.6386,102.5658,POINT (229595.6059769701 9597455.249561045),53.75836394056369
Karawang,tirtajaya,45.679,80.881,31.34,1.909,Unknown,0.682,0.043,38.818,2021,11,1,-6.0295,107.2533,POINT (749421.3060942951 9333019.058491586),7913.339623429478
Aceh Utara,muarabatu,44.044,61.435,35.65,10.762,Unknown,0.323,0.3,41.836,2022,10,1,5.2411,96.9472,POINT (-395276.06861863076 10585091.139763448),59162.37028703799
tangerang selatan,pamulang,61.733,94.636,36.2,59.039,Built-up,0.314,0.233,40.786,2020,1,1,-6.3395,106.7391,POINT (692371.8016329615 9298943.679788008),23303.604597002428
Aceh Jaya,sampoiniet,65.364,109.576,25.45,537.256,Unknown,0.817,5.842,38.356,2023,12,1,4.9319,95.5634,POINT (-550918.367243123 10552628.357032282),20556.300976076887
tangerang selatan,serpongutara,17.002,47.192,33.14,26.59,Built-up,0.425,0.18,35.249,2024,7,1,-6.2536,106.663,POINT (683981.818278725 9308470.900669519),10986.71035211639
Kota Serang,serang,32.618,57.407,31.87444444444445,25.382,Unknown,0.432,0.264,38.079,2023,3,1,-6.1117,106.164,POINT (628801.4755565845 9324308.536612036),47493.818909962436
Kerinci,airhangat,55.291,74.8,21.77,1443.122,Tree Cover,0.545,6.434,36.481,2024,1,1,-1.9172,101.5077,POINT (111368.7325700976 9787694.38565609),6526.583565863978
Kuantan Singingi,kuantanmudik,72.908,142.926,26.88,126.403,Tree Cover,0.585,1.131,39.268,2023,12,1,-0.7798,101.6419,POINT (126146.45863980253 9913659.382259926),8962.457111465512
Ogan Komering Ulu Selatan,sindangdanau,61.339,86.191,23.81,1247.902,Unknown,0.803,7.634,34.004,2021,1,1,-4.4498,103.5445,POINT (338506.96032539615 9507994.311210638),8778.220600024119
Aceh Tenggara,bambel,39.225,58.535,25.65,848.137,Unknown,0.691,11.361,35.647,2022,4,1,3.439,97.9022,POINT (-290417.8877507815 10383065.702987965),6308.213916414235
bogor,gunungputri,61.334,150.717,37.98,81.462,Built-up,0.5,0.389,39.148,2021,10,1,-6.4052,106.9313,POINT (713612.4642136961 9291601.658223456),12052.618439842345
kota tangerang,jatiuwung,67.225,110.626,38.47,20.101,Built-up,0.228,0.172,38.771,2020,2,1,-6.198,106.5753,POINT (674295.2165993899 9314649.264183594),5792.12393896809
bogor,ciomas,114.376,275.911,36.07,268.719,Built-up,0.457,1.946,36.621,2021,10,1,-6.6095,106.762,POINT (694802.0995304857 9269074.352392815),40996.34590325677
Aceh Singkil,singkilutara,53.221,82.521,29.14,21.618,Unknown,0.758,0.391,35.901,2022,8,1,2.2746,97.9953,POINT (-280792.103661775 10253314.453330185),13206.138268606695
jakarta timur,kramatjati,36.809,95.388,39.38,30.295,Built-up,0.188,0.152,40.24,2023,1,1,-6.2763,106.8654,POINT (706372.2660835763 9305885.107926365),11949.418069149126
Nagan Raya,sukamakmue,54.241,91.322,30.87,33.454,Unknown,0.649,0.337,30.676,2024,5,1,4.1811,96.3175,POINT (-467285.10514869285 10467520.243902447),24636.834168823578
jakarta timur,durensawit,69.026,99.071,39.33,16.888,Built-up,0.211,0.139,37.645,2020,1,1,-6.2325,106.9206,POINT (712499.0470222234 9310707.50193039),7912.717985399608
Ogan Ilir,pemulutanbarat,55.712,104.716,29.39,6.023,Unknown,0.448,0.035,38.726,2024,3,1,-3.1762,104.7291,POINT (469901.49686930917 9648926.916156372),2729.612642637909
jakarta selatan,kebayoranbaru,39.127,75.106,39.0,22.272,Built-up,0.25,0.16,39.3,2021,11,1,-6.2447,106.8014,POINT (699301.4932193585 9309404.75762855),19552.24546024229
Aceh Timur,peudawa,61.373,100.005,28.45,17.511,Unknown,0.556,0.399,38.692857142857136,2023,12,1,4.885,97.8189,POINT (-298269.57877149596 10544229.337074343),28035.25908274168
Kota Solok,lubuksikarah,60.216,93.952,29.197000000000003,757.448,Unknown,0.551,5.064,33.545,2022,10,1,-0.795,100.6108,POINT (11157.227669837652 9911868.372773133),2880.2633511043227
Aceh Selatan,trumontimur,23.266,54.009,26.49,171.326,Unknown,0.754,2.706,34.964,2023,7,1,2.8901,97.7758,POINT (-304996.2038229103 10322014.779647447),13602.361361793959
Kota Serang,serang,51.352,103.314,41.84,25.382,Unknown,0.325,0.264,38.27,2022,11,1,-6.1117,106.164,POINT (628801.4755565845 9324308.536612036),47493.818909962436
Aceh Selatan,bakongantimur,23.258,34.889,26.15,146.478,Unknown,0.707,4.256,32.309,2023,9,1,2.9082,97.5614,POINT (-329006.8266833188 10324188.295353176),5409.325367161843
Deli Serdang,bangunpurba,33.481,41.869,29.79,108.297,Tree Cover,0.808,0.545,31.35,2022,8,1,3.371,98.8205,POINT (-187776.1829464779 10374788.440972518),19089.10659878914
kota tangerang,batuceper,16.243,45.491,33.97,10.341,Built-up,0.323,0.068,34.437,2024,7,1,-6.1618,106.6703,POINT (684821.671689335 9318620.431023618),4659.435962349946
Aceh Tamiang,sekerak,18.794,44.074,28.42,59.944,Tree Cover,0.794,1.005,35.669,2022,1,1,4.3171,97.9247,POINT (-287078.356528756 10480850.716741428),1716.1551935661023
Indragiri Hilir,tempuling,54.843,103.245,30.03,16.445,Unknown,0.642,0.13,34.568,2022,11,1,-0.4113,102.9001,POINT (266287.01032077766 9954508.229643965),9549.697048392874
Aceh Tenggara,lawebulan,51.843,115.91,27.32,908.68,Tree Cover,0.692,10.486,38.398,2021,8,1,3.5012,97.8707,POINT (-293891.44634193275 10390020.858118765),7229.340578080634
Deli Serdang,tanjungmorawa,50.595,93.298,31.38,26.548,Unknown,0.533,0.255,37.631,2023,11,1,3.5319,98.8065,POINT (-189223.57911885495 10392687.70137905),13580.34315516397
Kuantan Singingi,inuman,33.667,96.922,31.96,57.356,Tree Cover,0.533,0.422,37.299,2024,3,1,-0.4883,101.801,POINT (143857.9290464637 9945943.366944022),1038.12553359927
bekasi,setu,57.245,96.345,31.04,51.932,Tree cover,0.436,0.202,38.552,2024,1,1,-6.3462,106.6764,POINT (685431.8193187998 9298225.565766104),21202.184366750913
Nias,gido,42.507,99.116,25.22,77.87,Tree Cover,0.544,1.707,38.245,2023,9,1,1.1142,97.7255,POINT (-311513.98892781266 10124158.607110975),124545.23940157483
Nias Selatan,telukdalam,36.002,104.066,25.99,140.677,Tree Cover,0.46,2.737,38.07655555555556,2023,9,1,0.6094,97.8325,POINT (-299620.43604213663 10067891.1108792),132035.0537160219
Solok,pantaicermin,43.791,104.313,22.62,1483.78,Tree Cover,0.603,9.471,35.41,2024,3,1,-1.2386,100.8822,POINT (41501.134380511125 9862740.659018677),873.9320190072667
jakarta selatan,pesanggrahan,23.703,42.404,36.82,23.82,Built-up,0.38,0.178,38.366,2021,5,1,-6.2504,106.7587,POINT (694573.7103721007 9308790.34471611),17546.88618215219
Sukabumi,pabuaran,85.227,168.327,27.38,504.043,Unknown,0.587,3.033,38.937,2024,12,1,-7.1925,106.7872,POINT (697347.2843839729 9204585.38394323),69907.52452550082
bogor,nanggung,84.66,196.053,26.23,848.241,Tree cover,0.731,5.957,33.999,2020,9,1,-6.6725,106.5377,POINT (669976.1890145141 9262189.800558582),57252.28780877657
Kota Sukabumi,cibeureum,123.101,182.285,32.35,560.865,Unknown,0.543,1.835,39.064,2024,11,1,-6.9414,106.9481,POINT (715236.9114660984 9232286.805937514),41528.77390854462
Tanggamus,semaka,75.285,153.749,26.86,275.773,Unknown,0.347,5.769,38.531,2022,10,1,-5.4899,104.4655,POINT (440793.68359612767 9393156.065187624),3397.635777656782
Pasaman,panti,75.273,99.463,25.44,604.427,Unknown,0.731,6.939,39.087,2023,12,1,0.3527,100.0935,POINT (-46633.30617369001 10039128.298435334),994.1193191877899
Kepulauan Mentawai,siberututara,101.814,213.753,25.69,82.55,Unknown,0.57,1.371,33.962,2022,11,1,-1.1874,98.8833,POINT (-181794.32517791959 9868000.08762707),143943.1723250287
Sukabumi,cikembar,73.649,129.548,25.820526315789472,343.361,Unknown,0.526,1.984,38.3,2024,12,1,-6.9742,106.7982,POINT (698655.7923555295 9228724.622461598),58128.73932211756
jakarta utara,kelapagading,72.509,112.714,38.27,5.514,Built-up,0.155,0.062,37.605,2020,1,1,-6.161,106.9037,POINT (710656.8904600275 9318622.396391323),13513.310778681418
Pidie,glumpangbaro,34.087,86.088,32.51,13.313,Unknown,0.418,0.189,31.864500000000003,2024,11,1,5.28,96.0305,POINT (-497915.9215722658 10590848.027960766),34543.27477560338
Lebak,panggarangan,93.576,170.817,24.64,340.218,Tree Cover,0.408,3.155,38.022,2024,12,1,-6.8292,106.2243,POINT (635283.8363454121 9244960.524629038),85558.65299050735
Aceh Utara,nisam,44.326,61.798,29.42,32.195,Tree Cover,0.416,0.744,36.341,2022,10,1,5.1678,97.0095,POINT (-388409.09420521 10576820.219944058),49444.51355627395
Bireuen,makmur,45.02,62.306,29.66,60.334,Tree Cover,0.456,0.618,41.836,2022,10,1,5.1425,96.8539,POINT (-405860.6318867736 10574217.74758217),49676.818640780046
jakarta timur,kramatjati,39.748,74.77,41.1,30.295,Built-up,0.268,0.152,40.132,2020,12,1,-6.2763,106.8654,POINT (706372.2660835763 9305885.107926365),11949.418069149126
Kota Medan,medanhelvetia,44.166,94.373,39.81,22.861,Built-Up,0.215,0.128,34.089,2023,10,1,3.6055,98.6324,POINT (-208619.79069850687 10401005.378096499),2878.605509229179
Sukabumi,ciemas,43.066,63.025,28.49,227.561,Tree Cover,0.814,2.902,37.339,2022,5,1,-7.2073,106.4832,POINT (663765.4370534964 9203068.757885817),100614.1770278335
jakarta selatan,cilandak,28.038,49.479,35.68,37.329,Built-up,0.427,0.193,40.171,2021,5,1,-6.2927,106.7933,POINT (698386.8964305667 9304099.18495587),19707.881123161744
Aceh Tenggara,lawesumur,45.717,65.382,25.38,894.787,Unknown,0.673,9.483,38.928,2023,8,1,3.4784,97.8848,POINT (-292332.5093157091 10387469.091067405),6925.6603935846815
Tapanuli Selatan,batangangkola,68.446,104.801,28.63,400.885,Tree Cover,0.55,5.977,38.698,2022,11,1,1.2284,99.24,POINT (-141885.89382937422 10136468.788677953),4426.575340441417
kota tangerang,periuk,34.975,60.965,39.15,12.531,Built-up,0.322,0.129,37.059,2022,3,1,-6.1675,106.5943,POINT (676408.0661041676 9318015.826213932),1964.1830459442085
Kota Medan,medanpetisah,51.327,73.486,41.91,25.083,Built-Up,0.207,0.121,34.683,2022,11,1,3.5924,98.6598,POINT (-205568.2292576417 10399527.035249181),1382.4046942283521
Aceh Jaya,sampoiniet,91.772,236.197,26.95,537.256,Unknown,0.773,5.842,35.598,2021,3,1,4.9319,95.5634,POINT (-550918.367243123 10552628.357032282),20556.300976076887
Kota Solok,tanjungharapan,51.167,60.983,30.28,468.032,Tree Cover,0.503,2.38,31.784,2021,1,1,-0.7626,100.6609,POINT (16744.17911417462 9915465.832957884),2723.776830354842
Ogan Komering Ulu,muarajaya,35.156,74.19,26.19,570.805,Tree Cover,0.786,4.312,31.549,2024,5,1,-4.1493,103.8573,POINT (373168.7848848518 9541278.115821587),6367.759447001298
bekasi,cikarangtimur,45.702,64.298,28.82,15.164,Cropland,0.375,0.085,37.181,2020,1,1,-6.2885,107.209,POINT (744396.6780989647 9304387.603264712),6480.645464023057
kota bekasi,bekasitimur,76.708,155.013,37.82,19.269,Built-up,0.161,0.113,39.277,2020,2,1,-6.2421,107.0191,POINT (723397.5460750575 9309604.930057365),1619.590600797398
kota bekasi,bekasibarat,76.994,119.601,38.93,17.765,Built-up,0.178,0.161,38.796,2021,2,1,-6.2336,106.9628,POINT (717169.4640095786 9310568.642974202),4063.332701119282
tangerang,cisoka,63.767,124.587,27.07,26.713,Tree cover,0.33,0.26,38.246,2020,1,1,-6.2598,106.4167,POINT (656725.2564602571 9307865.135384092),22951.364178695472
jakarta barat,cengkareng,56.221,113.573,39.42,5.286,Built-up,0.147,0.059,38.177,2024,1,1,-6.1515,106.7369,POINT (692196.9632976495 9319736.00340036),12066.94807942627
Lahat,gumaytalang,63.762,109.582,21.19,254.938,Tree Cover,0.422,2.093,39.71,2020,1,1,-3.7805,103.4589,POINT (328864.228812455 9581983.298195729),115.65132573431569
Aceh Selatan,meukek,22.923,29.363,22.48,1197.789,Tree Cover,0.728,10.954,32.82,2023,9,1,3.5632,97.1723,POINT (-372068.6718962969 10397565.656753924),35071.75602106706
Aceh Selatan,kluetutara,56.663,75.436,30.29,137.62,Unknown,0.6,4.535,32.365,2023,11,1,3.1252,97.3485,POINT (-352702.81258868973 10348550.125390654),23797.19529200534
Cianjur,cijati,79.584,144.853,29.85,221.171,Tree Cover,0.638,3.699,33.957,2024,12,1,-7.2818,107.0151,POINT (722478.3630913734 9194602.896975275),55637.20849531411
Tanggamus,kotaagungtimur,20.877,38.227,27.1,296.731,Unknown,0.794,6.142,30.928,2024,5,1,-5.4928,104.7056,POINT (467389.9322071686 9392853.900138227),16298.397608021136
jakarta selatan,pesanggrahan,65.549,104.584,39.11,23.82,Built-up,0.274,0.178,38.896,2020,1,1,-6.2504,106.7587,POINT (694573.7103721007 9308790.34471611),17546.88618215219
Karawang,telukjambebarat,34.015,64.478,32.17,42.015,Unknown,0.45,0.526,40.132,2022,12,1,-6.3574,107.2456,POINT (748415.0885182879 9296748.145980407),5438.085609996618
bekasi,babelan,30.076,72.644,34.43,3.768,Cropland,0.369,0.07,38.95,2021,12,1,-6.1257,107.0341,POINT (725107.1202413068 9322473.716638114),2308.6115991176976
Cianjur,kadupandak,20.295,73.962,26.7,375.06,Unknown,0.789,3.106,27.155,2023,6,1,-7.2146,107.0269,POINT (723814.8691181391 9202030.407171363),49651.34158368185
jakarta selatan,jagakarsa,80.438,137.095,39.0,57.304,Built-up,0.361,0.27,41.387,2021,11,1,-6.334,106.8224,POINT (701591.210598548 9299520.329063168),16890.420073910685
Padang Pariaman,batanganai,61.968,185.924,30.51,169.303,Unknown,0.736,3.195,31.676,2024,3,1,-0.7532,100.3155,POINT (-21808.229057454562 9916467.83195952),363.69900730135265
Cianjur,sukaresmi,51.876,109.596,23.1,726.334,Tree Cover,0.681,4.466,37.758,2023,3,1,-6.7097,107.1025,POINT (732414.921635105 9257844.193314781),20922.668814749297
bekasi,tarumajaya,38.477,104.169,31.51,2.309,Cropland,0.285,0.051,37.492,2023,1,1,-6.1219,106.9975,POINT (721056.6532462637 9322909.249074582),6038.934115831728
Indragiri Hulu,rengat,63.02,102.019,27.13,28.29,Tree Cover,0.498,0.134,34.703,2023,12,1,-0.2022,102.5424,POINT (226447.88454245683 9977630.10996948),2591.519689653281
Aceh Tamiang,tenggulun,22.192,47.401,26.46,448.694,Unknown,0.719,5.699,36.671,2022,1,1,4.0212,97.9403,POINT (-285630.9222902325 10447877.984892266),2699.014133391838
Karawang,rengasdengklok,32.46,86.905,31.45,7.761,Unknown,0.531,0.079,37.77,2023,1,1,-6.1762,107.3016,POINT (754701.1629972645 9316767.230928134),1611.6775325505664
Pidie,glumpangbaro,39.345,57.94,29.12,13.313,Unknown,0.631,0.189,31.792600000000004,2021,1,1,5.28,96.0305,POINT (-497915.9215722658 10590848.027960766),34543.27477560338
Agam,lubukbasung,59.997,148.232,29.82,149.687,Tree Cover,0.755,2.184,31.661,2024,3,1,-0.2928,100.0092,POINT (-56052.2113093331 9967512.800756274),4232.766133214752
kota tangerang,karawaci,32.926,58.473,39.06,16.788,Built-up,0.326,0.102,37.295,2022,4,1,-6.1812,106.618,POINT (679026.5307633141 9316492.89262576),2281.0899510565646
Bengkulu Selatan,bungamas,67.442,137.051,28.56,50.515,Tree Cover,0.761,0.737,34.152,2022,8,1,-4.4936,102.9922,POINT (277218.97507790895 9503006.051563056),2779.3156119863415
Rokan Hulu,rambah,23.279,58.991,26.73,215.068,Unknown,0.444,2.955,36.844,2020,2,1,0.8262,100.2607,POINT (-27917.131641037064 10091635.364989161),4050.1522128938927
Pidie,mila,37.909,66.116,27.02,62.595,Tree Cover,0.722,1.047,30.453,2024,1,1,5.2849,95.8858,POINT (-514141.06787441205 10591634.28304312),19921.141155933234
Cianjur,tanggeung,79.122,137.195,27.85,407.249,Tree Cover,0.631,5.149,31.448,2024,12,1,-7.2568,107.1207,POINT (734155.215370711 9197315.056946464),45864.54882696174
Karawang,karawangbarat,27.862,39.085,30.59,11.181,Unknown,0.434,0.08,41.185,2021,3,1,-6.273,107.296,POINT (754034.5699133035 9306060.885492655),2281.9498270024524
tangerang selatan,pamulang,40.515,62.496,37.41,59.039,Built-up,0.439,0.233,40.744,2022,4,1,-6.3395,106.7391,POINT (692371.8016329615 9298943.679788008),23303.604597002428
Kota Medan,medanbaru,27.734,43.473,40.88,29.349,Unknown,0.362,0.133,32.653,2022,2,1,3.5675,98.6587,POINT (-205710.36151244165 10396758.660857787),2581.2585546498976
Aceh Barat,woylatimur,72.34,98.206,26.25,48.087,Tree Cover,0.663,0.616,31.483,2023,11,1,4.4596,96.0919,POINT (-492251.1332176194 10498964.510040913),60297.50808703284
kota bekasi,bekasitimur,35.621,93.859,37.4,19.269,Built-up,0.206,0.113,37.722,2023,1,1,-6.2421,107.0191,POINT (723397.5460750575 9309604.930057365),1619.590600797398
Sijunjung,tanjunggadang,27.583,42.735,25.47,528.145,Tree Cover,0.81,4.869,37.082,2021,6,1,-0.8509,101.1378,POINT (69953.0573019142 9905734.418198384),15141.59605623983
Pidie,keumala,116.226,281.094,26.57,139.62,Unknown,0.712,2.526,36.327,2023,1,1,5.2235,95.8649,POINT (-516587.4930517513 10584795.580746502),15633.226268404202
Karawang,rengasdengklok,75.536,152.826,33.33,7.761,Unknown,0.326,0.079,39.205,2020,2,1,-6.1762,107.3016,POINT (754701.1629972645 9316767.230928134),1611.6775325505664
Simeulue,teupahbarat,83.498,131.82,27.99,140.595,Tree Cover,0.555,3.057,38.339,2022,12,1,2.4857,96.2329,POINT (-478484.08614339074 10278012.441096345),45636.93779120598
bogor,gunungputri,42.41,75.42,36.55,81.462,Built-up,0.345,0.389,40.782,2022,2,1,-6.4052,106.9313,POINT (713612.4642136961 9291601.658223456),12052.618439842345
Lampung Barat,sukau,43.287,64.717,25.44,911.764,Tree Cover,0.692,7.054,28.672,2023,11,1,-4.9419,103.9856,POINT (387533.67067999346 9453672.210874557),12564.936237019345
bekasi,tambunutara,79.081,157.364,29.23,8.214,Built-up,0.204,0.091,39.257,2020,2,1,-6.1927,107.0611,POINT (728067.7648345209 9315051.227006018),1908.953130701525
Pandeglang,sukaresmi,80.058,159.534,28.08,9.522,Unknown,0.679,0.188,38.14,2022,12,1,-6.501,105.8383,POINT (592689.2092378418 9281336.508087795),92010.26141675827
Serang,kragilan,69.725,116.812,29.2,17.36,Unknown,0.38,0.166,39.32,2021,2,1,-6.1431,106.2752,POINT (641099.884150953 9320808.755693095),35019.115611283996
Bireuen,kotajuang,55.962,126.905,30.13,30.052,Tree Cover,0.532,0.737,36.961,2023,1,1,5.1971,96.7147,POINT (-421366.58402375586 10580517.948755588),60553.33214209654
Aceh Timur,indramakmur,54.636,126.924,26.73,84.25,Tree Cover,0.516,0.968,38.162,2021,12,1,4.8686,97.5839,POINT (-324556.23320170026 10542687.85180845),8848.440467423774
Ogan Komering Ulu Selatan,buanapemaca,32.427,76.322,27.25,180.658,Tree Cover,0.795,1.167,30.384,2023,7,1,-4.5556,104.2203,POINT (413508.5333317806 9496411.935243173),1103.132219261738
Kota Medan,medanselayang,37.032,47.698,37.48,34.843,Unknown,0.428,0.212,33.709,2022,8,1,3.5526,98.6339,POINT (-208493.15447919106 10395120.694413168),2488.0775476117215
Aceh Selatan,trumontimur,80.142,110.976,28.72,171.326,Unknown,0.789,2.706,36.779,2021,11,1,2.8901,97.7758,POINT (-304996.2038229103 10322014.779647447),13602.361361793959
Pandeglang,pagelaran,67.906,144.718,29.58,12.296,Tree Cover,0.553,0.32,37.482,2022,3,1,-6.4191,105.8561,POINT (594672.6857895289 9290387.76609392),86707.61032134833
Solok,pantaicermin,43.172,77.138,24.02,1483.78,Tree Cover,0.461,9.471,35.974,2023,12,1,-1.2386,100.8822,POINT (41501.134380511125 9862740.659018677),873.9320190072667
kota tangerang,cibodas,66.152,107.445,38.47,19.751,Built-up,0.207,0.128,38.771,2020,2,1,-6.2058,106.608,POINT (677911.5369416502 9313775.838005653),5060.167197846576
Aceh Tamiang,bandarpusaka,21.813,46.55,28.34,139.137,Tree Cover,0.83,3.232,36.393,2022,1,1,4.2735,97.8512,POINT (-295342.58384179045 10476070.950535942),3172.537891286253
Aceh Tenggara,darulhasanah,57.92,85.597,18.96,1672.928,Unknown,0.169,10.321,39.176,2022,10,1,3.522,97.5635,POINT (-328270.5354403609 10392607.947932191),19170.34347959106
bogor,jasinga,69.391,140.416,29.49,163.412,Tree cover,0.771,1.993,35.651,2021,9,1,-6.4806,106.4559,POINT (660993.8886124229 9283437.48564894),39512.99277670693
