NAME_2,NAME_3,avg_rainfall,max_rainfall,avg_temperature,elevation,landcover_class,ndvi,slope,soil_moisture,year,month,banjir,lat,long
kota bogor,bogorselatan,79.613,142.006,33.17,368.391,Tree cover,0.619,1.807,38.249,2022,4,1,-6.6447,106.8135
Aceh Utara,samudera,41.772,58.614,30.010000000000005,6.994,Tree Cover,0.172,0.11,33.3,2022,10,1,5.1223,97.2268
jakarta barat,kebonjeruk,23.883,41.692,39.72,10.059,Built-up,0.265,0.118,37.559,2022,4,1,-6.1895,106.7691
tangerang,kresek,33.635,83.068,32.98,11.706,Cropland,0.429,0.093,37.105,2023,1,1,-6.1444,106.4044
Serang,ciruas,36.156,68.562,32.98,8.874,Unknown,0.456,0.101,38.189,2020,5,1,-6.0982,106.245
Lingga,singkep,61.188,122.593,25.81,38.71,Unknown,0.586,1.001,24.877,2021,1,1,-0.523,104.4817
Pasaman Barat,ranahbatahan,53.932,89.188,28.98,191.433,Tree Cover,0.815,2.123,41.266,2020,1,1,0.434,99.4604
Aceh Barat,meureubo,64.772,98.1,30.8,17.856,Unknown,0.702,0.275,31.504,2023,11,1,4.1656,96.2115
Pesawaran,kedondong,60.091,131.696,27.74,284.087,Unknown,0.576,3.251,39.786,2022,10,1,-5.5032,104.9931
Karawang,tegalwaru,117.829,144.316,29.84,272.577,Tree Cover,0.673,4.904,36.381,2024,11,1,-6.522,107.243
Serang,cikeusal,34.061,82.232,32.13,31.242,Tree Cover,0.623,0.298,37.319,2021,4,1,-6.214,106.2536
Asahan,setiajanji,37.149,56.222,30.32,56.632,Tree Cover,0.729,0.375,35.378,2022,8,1,2.9372,99.4891
Rokan Hulu,rambah,60.806,93.533,27.87,215.068,Unknown,0.808,2.955,37.501,2024,12,1,0.8262,100.2607
Pidie,peukanbaro,98.288,221.587,29.59,15.838,Unknown,0.611,0.133,30.857,2023,1,1,5.3209,95.9629
Kota Medan,medanselayang,42.092,84.969,41.91,34.843,Unknown,0.37,0.212,34.514,2024,11,1,3.5526,98.6339
Serang,cinangka,60.262,126.238,26.9,119.68,Unknown,0.693,2.324,37.108,2022,3,1,-6.18,105.8865
Kota Serang,taktakan,63.936,106.145,26.94,99.867,Tree Cover,0.51,1.431,39.324,2021,2,1,-6.1311,106.1076
Kerinci,gunungkerinci,44.61,86.628,22.3,1345.212,Tree Cover,0.593,6.629,33.654,2023,12,1,-1.8986,101.2554
Serang,carenang,43.835,74.238,29.28,8.132,Unknown,0.708,0.074,38.37,2024,3,1,-6.0855,106.3191
jakarta selatan,jagakarsa,79.015,117.655,40.31,57.304,Built-up,0.315,0.27,41.19,2022,11,1,-6.334,106.8224
kota bekasi,bekasibarat,25.292,46.731,39.6,17.765,Built-up,0.308,0.161,37.644,2022,4,1,-6.2336,106.9628
Muara Enim,tanjungagung,38.06,62.992,27.18,322.732,Tree Cover,0.847,2.228,35.244,2022,6,1,-3.9344,103.7863
Labuhanbatu Utara,kualuhhilir,64.248,97.371,23.8,3.881,Unknown,0.664,0.062,35.055,2024,11,1,2.5413,99.9672
Kota Medan,medanlabuhan,44.598,67.922,29.38,4.176,Mangroves,0.245,0.069,34.007,2024,9,1,3.719,98.695
kota bekasi,pondokgede,29.803,54.548,38.86,24.987,Built-up,0.367,0.142,40.802,2022,4,1,-6.2691,106.9299
Aceh Tamiang,tamianghulu,23.156,46.279,26.85,371.132,Unknown,0.792,5.063,36.622,2022,1,1,4.1578,97.8477
Aceh Besar,lhoong,56.417,134.108,24.55,350.874,Unknown,0.775,8.233,36.298,2023,1,1,5.2566,95.2879
Aceh Barat,johanpahlawan,44.077,59.3,32.3,15.09,Tree Cover,0.714,0.286,32.58583333333333,2024,9,1,4.1892,96.1194
Aceh Tenggara,semadam,45.252,70.894,29.64,152.073,Unknown,0.546,2.278,38.928,2023,8,1,3.3881,97.8827
bogor,cileungsi,36.578,72.798,34.66,69.866,Tree cover,0.392,0.251,39.423,2023,1,1,-6.4094,106.9962
Bengkulu Utara,lais,58.638,77.691,28.65,61.445,Tree Cover,0.852,0.652,32.654,2022,6,1,-3.4626,102.0716
Aceh Jaya,jaya,46.868,109.533,24.83,506.304,Unknown,0.79,8.289,36.606,2021,8,1,5.115,95.4578
bekasi,muaragembong,81.808,133.112,27.71,1.597,Permanent water bodies,0.121,0.046,39.622,2021,2,1,-6.0033,107.0499
Bintan,telukbintan,77.271,185.726,26.06,11.991,Unknown,0.547,0.532,23.555,2023,1,1,1.0423,104.4556
Aceh Timur,rantaupeureulak,46.493,89.323,29.91,54.995,Unknown,0.61,0.836,38.559,2023,11,1,4.7677,97.7143
Ogan Komering Ulu Selatan,buaypemaca,72.486,111.41,29.62,489.372,Tree Cover,0.502,2.942,32.901,2022,10,1,-4.723,104.2273
Serdang Bedagai,bintangbayu,26.597,34.392,28.23,98.641,Unknown,0.698,0.503,30.95,2024,12,1,3.2967,98.9273
Aceh Selatan,tapaktuan,49.881,61.797,25.05,601.413,Unknown,0.741,10.497,33.674,2024,8,1,3.2862,97.2287
Serang,bojonegara,44.736,80.559,24.38,102.798,Unknown,0.552,2.293,38.079,2023,3,1,-5.9608,106.0738
depok,limo,63.065,116.462,36.87,73.923,Built-up,0.343,0.284,41.265,2024,1,1,-6.3686,106.7808
jakarta utara,cilincing,81.631,162.489,30.84,3.19,Built-up,0.226,0.068,38.81,2020,2,1,-6.1243,106.9421
Lebak,rangkasbitung,39.871,76.144,31.56,43.009,Unknown,0.688,0.461,37.479,2021,4,1,-6.3568,106.2835
kota bekasi,bekasitimur,25.196,42.048,40.86,19.269,Built-up,0.218,0.113,32.123,2020,10,1,-6.2421,107.0191
bogor,pamijahan,83.489,198.237,26.61,827.34,Tree cover,0.658,5.169,33.992,2020,9,1,-6.6933,106.6596
jakarta selatan,pasarminggu,38.439,80.111,38.24,35.89,Built-up,0.405,0.23,41.007,2020,5,1,-6.2908,106.8293
Asahan,telukdalam,37.725,70.037,27.55,22.09,Unknown,0.76,0.231,30.835,2024,1,1,2.8098,99.6687
Bireuen,peulimbang,80.088,178.273,25.0,678.47,Tree Cover,0.682,6.664,34.718,2023,1,1,5.0441,96.5059
Pandeglang,panimbang,88.433,127.217,27.72,43.99,Unknown,0.287,1.166,38.601,2020,12,1,-6.5265,105.714
Bungo,jujuhan,50.011,85.954,28.91,112.573,Unknown,0.533,0.581,30.183,2023,3,1,-1.3106,101.7718
Kota Solok,lubuksikarah,39.637,61.392,29.1,757.448,Unknown,0.712,5.064,32.264,2020,9,1,-0.795,100.6108
bekasi,muaragembong,83.439,153.041,26.87,1.597,Permanent water bodies,0.095,0.046,39.244,2020,2,1,-6.0033,107.0499
Kampar,kamparutara,71.533,105.091,27.31,45.408,Tree Cover,0.688,0.293,31.618,2024,5,1,0.4086,101.0841
Lampung Selatan,penengahan,32.139,55.544,27.45,192.786,Unknown,0.714,3.689,41.35,2024,2,1,-5.7498,105.6878
Kampar,gunungsahilan,53.724,89.453,27.33,51.805,Tree Cover,0.504,0.601,35.932,2024,1,1,0.0281,101.3098
Serang,tirtayasa,60.837,110.977,26.09,2.555,Unknown,0.115,0.047,37.609,2024,12,1,-5.9861,106.3109
bogor,ciomas,76.238,117.231,33.03,268.719,Built-up,0.552,1.946,37.206,2021,5,1,-6.6095,106.762
Kampar,kamparkiri,91.395,145.674,27.61,96.188,Tree Cover,0.588,1.446,39.297,2023,12,1,-0.0083,101.1168
kota bekasi,bekasitimur,64.017,88.978,37.38,19.269,Built-up,0.154,0.113,36.233,2020,1,1,-6.2421,107.0191
Mandailing Natal,muarasipongi,36.387,61.306,23.6,984.777,Tree Cover,0.786,7.084,37.326,2024,9,1,0.6135,99.8811
bogor,cigudeg,110.932,203.233,29.05,309.2,Tree cover,0.686,3.666,40.377,2021,11,1,-6.4937,106.5461
bekasi,setu,77.942,122.155,30.61,51.932,Tree cover,0.508,0.202,39.707,2021,2,1,-6.3637,107.0373
Lima Puluh Kota,harau,51.28,73.554,26.23,764.305,Unknown,0.669,5.152,33.147,2023,11,1,-0.1197,100.6956
Kepahiang,kepahiang,56.526,99.68,27.92,603.723,Tree Cover,0.786,3.165,33.881,2024,4,1,-3.6386,102.5658
Karawang,tirtajaya,45.679,80.881,31.34,1.909,Unknown,0.682,0.043,38.818,2021,11,1,-6.0295,107.2533
Aceh Utara,muarabatu,44.044,61.435,35.65,10.762,Unknown,0.323,0.3,41.836,2022,10,1,5.2411,96.9472
tangerang selatan,pamulang,61.733,94.636,36.2,59.039,Built-up,0.314,0.233,40.786,2020,1,1,-6.3395,106.7391
Aceh Jaya,sampoiniet,65.364,109.576,25.45,537.256,Unknown,0.817,5.842,38.356,2023,12,1,4.9319,95.5634
tangerang selatan,serpongutara,17.002,47.192,33.14,26.59,Built-up,0.425,0.18,35.249,2024,7,1,-6.2536,106.663
Kota Serang,serang,32.618,57.407,31.87444444444445,25.382,Unknown,0.432,0.264,38.079,2023,3,1,-6.1117,106.164
Kerinci,airhangat,55.291,74.8,21.77,1443.122,Tree Cover,0.545,6.434,36.481,2024,1,1,-1.9172,101.5077
Kuantan Singingi,kuantanmudik,72.908,142.926,26.88,126.403,Tree Cover,0.585,1.131,39.268,2023,12,1,-0.7798,101.6419
Ogan Komering Ulu Selatan,sindangdanau,61.339,86.191,23.81,1247.902,Unknown,0.803,7.634,34.004,2021,1,1,-4.4498,103.5445
Aceh Tenggara,bambel,39.225,58.535,25.65,848.137,Unknown,0.691,11.361,35.647,2022,4,1,3.439,97.9022
bogor,gunungputri,61.334,150.717,37.98,81.462,Built-up,0.5,0.389,39.148,2021,10,1,-6.4052,106.9313
kota tangerang,jatiuwung,67.225,110.626,38.47,20.101,Built-up,0.228,0.172,38.771,2020,2,1,-6.198,106.5753
bogor,ciomas,114.376,275.911,36.07,268.719,Built-up,0.457,1.946,36.621,2021,10,1,-6.6095,106.762
Aceh Singkil,singkilutara,53.221,82.521,29.14,21.618,Unknown,0.758,0.391,35.901,2022,8,1,2.2746,97.9953
jakarta timur,kramatjati,36.809,95.388,39.38,30.295,Built-up,0.188,0.152,40.24,2023,1,1,-6.2763,106.8654
Nagan Raya,sukamakmue,54.241,91.322,30.87,33.454,Unknown,0.649,0.337,30.676,2024,5,1,4.1811,96.3175
jakarta timur,durensawit,69.026,99.071,39.33,16.888,Built-up,0.211,0.139,37.645,2020,1,1,-6.2325,106.9206
Ogan Ilir,pemulutanbarat,55.712,104.716,29.39,6.023,Unknown,0.448,0.035,38.726,2024,3,1,-3.1762,104.7291
jakarta selatan,kebayoranbaru,39.127,75.106,39.0,22.272,Built-up,0.25,0.16,39.3,2021,11,1,-6.2447,106.8014
Aceh Timur,peudawa,61.373,100.005,28.45,17.511,Unknown,0.556,0.399,38.692857142857136,2023,12,1,4.885,97.8189
Kota Solok,lubuksikarah,60.216,93.952,29.197000000000003,757.448,Unknown,0.551,5.064,33.545,2022,10,1,-0.795,100.6108
Aceh Selatan,trumontimur,23.266,54.009,26.49,171.326,Unknown,0.754,2.706,34.964,2023,7,1,2.8901,97.7758
Kota Serang,serang,51.352,103.314,41.84,25.382,Unknown,0.325,0.264,38.27,2022,11,1,-6.1117,106.164
Aceh Selatan,bakongantimur,23.258,34.889,26.15,146.478,Unknown,0.707,4.256,32.309,2023,9,1,2.9082,97.5614
Deli Serdang,bangunpurba,33.481,41.869,29.79,108.297,Tree Cover,0.808,0.545,31.35,2022,8,1,3.371,98.8205
kota tangerang,batuceper,16.243,45.491,33.97,10.341,Built-up,0.323,0.068,34.437,2024,7,1,-6.1618,106.6703
Aceh Tamiang,sekerak,18.794,44.074,28.42,59.944,Tree Cover,0.794,1.005,35.669,2022,1,1,4.3171,97.9247
Indragiri Hilir,tempuling,54.843,103.245,30.03,16.445,Unknown,0.642,0.13,34.568,2022,11,1,-0.4113,102.9001
Aceh Tenggara,lawebulan,51.843,115.91,27.32,908.68,Tree Cover,0.692,10.486,38.398,2021,8,1,3.5012,97.8707
Deli Serdang,tanjungmorawa,50.595,93.298,31.38,26.548,Unknown,0.533,0.255,37.631,2023,11,1,3.5319,98.8065
Kuantan Singingi,inuman,33.667,96.922,31.96,57.356,Tree Cover,0.533,0.422,37.299,2024,3,1,-0.4883,101.801
bekasi,setu,57.245,96.345,31.04,51.932,Tree cover,0.436,0.202,38.552,2024,1,1,-6.3462,106.6764
Nias,gido,42.507,99.116,25.22,77.87,Tree Cover,0.544,1.707,38.245,2023,9,1,1.1142,97.7255
Nias Selatan,telukdalam,36.002,104.066,25.99,140.677,Tree Cover,0.46,2.737,38.07655555555556,2023,9,1,0.6094,97.8325
Solok,pantaicermin,43.791,104.313,22.62,1483.78,Tree Cover,0.603,9.471,35.41,2024,3,1,-1.2386,100.8822
jakarta selatan,pesanggrahan,23.703,42.404,36.82,23.82,Built-up,0.38,0.178,38.366,2021,5,1,-6.2504,106.7587
Sukabumi,pabuaran,85.227,168.327,27.38,504.043,Unknown,0.587,3.033,38.937,2024,12,1,-7.1925,106.7872
bogor,nanggung,84.66,196.053,26.23,848.241,Tree cover,0.731,5.957,33.999,2020,9,1,-6.6725,106.5377
Kota Sukabumi,cibeureum,123.101,182.285,32.35,560.865,Unknown,0.543,1.835,39.064,2024,11,1,-6.9414,106.9481
Tanggamus,semaka,75.285,153.749,26.86,275.773,Unknown,0.347,5.769,38.531,2022,10,1,-5.4899,104.4655
Pasaman,panti,75.273,99.463,25.44,604.427,Unknown,0.731,6.939,39.087,2023,12,1,0.3527,100.0935
Kepulauan Mentawai,siberututara,101.814,213.753,25.69,82.55,Unknown,0.57,1.371,33.962,2022,11,1,-1.1874,98.8833
Sukabumi,cikembar,73.649,129.548,25.820526315789472,343.361,Unknown,0.526,1.984,38.3,2024,12,1,-6.9742,106.7982
jakarta utara,kelapagading,72.509,112.714,38.27,5.514,Built-up,0.155,0.062,37.605,2020,1,1,-6.161,106.9037
Pidie,glumpangbaro,34.087,86.088,32.51,13.313,Unknown,0.418,0.189,31.864500000000003,2024,11,1,5.28,96.0305
Lebak,panggarangan,93.576,170.817,24.64,340.218,Tree Cover,0.408,3.155,38.022,2024,12,1,-6.8292,106.2243
Aceh Utara,nisam,44.326,61.798,29.42,32.195,Tree Cover,0.416,0.744,36.341,2022,10,1,5.1678,97.0095
Bireuen,makmur,45.02,62.306,29.66,60.334,Tree Cover,0.456,0.618,41.836,2022,10,1,5.1425,96.8539
jakarta timur,kramatjati,39.748,74.77,41.1,30.295,Built-up,0.268,0.152,40.132,2020,12,1,-6.2763,106.8654
Kota Medan,medanhelvetia,44.166,94.373,39.81,22.861,Built-Up,0.215,0.128,34.089,2023,10,1,3.6055,98.6324
Sukabumi,ciemas,43.066,63.025,28.49,227.561,Tree Cover,0.814,2.902,37.339,2022,5,1,-7.2073,106.4832
jakarta selatan,cilandak,28.038,49.479,35.68,37.329,Built-up,0.427,0.193,40.171,2021,5,1,-6.2927,106.7933
Aceh Tenggara,lawesumur,45.717,65.382,25.38,894.787,Unknown,0.673,9.483,38.928,2023,8,1,3.4784,97.8848
Tapanuli Selatan,batangangkola,68.446,104.801,28.63,400.885,Tree Cover,0.55,5.977,38.698,2022,11,1,1.2284,99.24
kota tangerang,periuk,34.975,60.965,39.15,12.531,Built-up,0.322,0.129,37.059,2022,3,1,-6.1675,106.5943
Kota Medan,medanpetisah,51.327,73.486,41.91,25.083,Built-Up,0.207,0.121,34.683,2022,11,1,3.5924,98.6598
Aceh Jaya,sampoiniet,91.772,236.197,26.95,537.256,Unknown,0.773,5.842,35.598,2021,3,1,4.9319,95.5634
Kota Solok,tanjungharapan,51.167,60.983,30.28,468.032,Tree Cover,0.503,2.38,31.784,2021,1,1,-0.7626,100.6609
Ogan Komering Ulu,muarajaya,35.156,74.19,26.19,570.805,Tree Cover,0.786,4.312,31.549,2024,5,1,-4.1493,103.8573
bekasi,cikarangtimur,45.702,64.298,28.82,15.164,Cropland,0.375,0.085,37.181,2020,1,1,-6.2885,107.209
kota bekasi,bekasitimur,76.708,155.013,37.82,19.269,Built-up,0.161,0.113,39.277,2020,2,1,-6.2421,107.0191
kota bekasi,bekasibarat,76.994,119.601,38.93,17.765,Built-up,0.178,0.161,38.796,2021,2,1,-6.2336,106.9628
tangerang,cisoka,63.767,124.587,27.07,26.713,Tree cover,0.33,0.26,38.246,2020,1,1,-6.2598,106.4167
jakarta barat,cengkareng,56.221,113.573,39.42,5.286,Built-up,0.147,0.059,38.177,2024,1,1,-6.1515,106.7369
Lahat,gumaytalang,63.762,109.582,21.19,254.938,Tree Cover,0.422,2.093,39.71,2020,1,1,-3.7805,103.4589
Aceh Selatan,meukek,22.923,29.363,22.48,1197.789,Tree Cover,0.728,10.954,32.82,2023,9,1,3.5632,97.1723
Aceh Selatan,kluetutara,56.663,75.436,30.29,137.62,Unknown,0.6,4.535,32.365,2023,11,1,3.1252,97.3485
Cianjur,cijati,79.584,144.853,29.85,221.171,Tree Cover,0.638,3.699,33.957,2024,12,1,-7.2818,107.0151
Tanggamus,kotaagungtimur,20.877,38.227,27.1,296.731,Unknown,0.794,6.142,30.928,2024,5,1,-5.4928,104.7056
jakarta selatan,pesanggrahan,65.549,104.584,39.11,23.82,Built-up,0.274,0.178,38.896,2020,1,1,-6.2504,106.7587
Karawang,telukjambebarat,34.015,64.478,32.17,42.015,Unknown,0.45,0.526,40.132,2022,12,1,-6.3574,107.2456
bekasi,babelan,30.076,72.644,34.43,3.768,Cropland,0.369,0.07,38.95,2021,12,1,-6.1257,107.0341
Cianjur,kadupandak,20.295,73.962,26.7,375.06,Unknown,0.789,3.106,27.155,2023,6,1,-7.2146,107.0269
jakarta selatan,jagakarsa,80.438,137.095,39.0,57.304,Built-up,0.361,0.27,41.387,2021,11,1,-6.334,106.8224
Padang Pariaman,batanganai,61.968,185.924,30.51,169.303,Unknown,0.736,3.195,31.676,2024,3,1,-0.7532,100.3155
Cianjur,sukaresmi,51.876,109.596,23.1,726.334,Tree Cover,0.681,4.466,37.758,2023,3,1,-6.7097,107.1025
bekasi,tarumajaya,38.477,104.169,31.51,2.309,Cropland,0.285,0.051,37.492,2023,1,1,-6.1219,106.9975
Indragiri Hulu,rengat,63.02,102.019,27.13,28.29,Tree Cover,0.498,0.134,34.703,2023,12,1,-0.2022,102.5424
Aceh Tamiang,tenggulun,22.192,47.401,26.46,448.694,Unknown,0.719,5.699,36.671,2022,1,1,4.0212,97.9403
Karawang,rengasdengklok,32.46,86.905,31.45,7.761,Unknown,0.531,0.079,37.77,2023,1,1,-6.1762,107.3016
Pidie,glumpangbaro,39.345,57.94,29.12,13.313,Unknown,0.631,0.189,31.792600000000004,2021,1,1,5.28,96.0305
Agam,lubukbasung,59.997,148.232,29.82,149.687,Tree Cover,0.755,2.184,31.661,2024,3,1,-0.2928,100.0092
kota tangerang,karawaci,32.926,58.473,39.06,16.788,Built-up,0.326,0.102,37.295,2022,4,1,-6.1812,106.618
Bengkulu Selatan,bungamas,67.442,137.051,28.56,50.515,Tree Cover,0.761,0.737,34.152,2022,8,1,-4.4936,102.9922
Rokan Hulu,rambah,23.279,58.991,26.73,215.068,Unknown,0.444,2.955,36.844,2020,2,1,0.8262,100.2607
Pidie,mila,37.909,66.116,27.02,62.595,Tree Cover,0.722,1.047,30.453,2024,1,1,5.2849,95.8858
Cianjur,tanggeung,79.122,137.195,27.85,407.249,Tree Cover,0.631,5.149,31.448,2024,12,1,-7.2568,107.1207
Karawang,karawangbarat,27.862,39.085,30.59,11.181,Unknown,0.434,0.08,41.185,2021,3,1,-6.273,107.296
tangerang selatan,pamulang,40.515,62.496,37.41,59.039,Built-up,0.439,0.233,40.744,2022,4,1,-6.3395,106.7391
Kota Medan,medanbaru,27.734,43.473,40.88,29.349,Unknown,0.362,0.133,32.653,2022,2,1,3.5675,98.6587
Aceh Barat,woylatimur,72.34,98.206,26.25,48.087,Tree Cover,0.663,0.616,31.483,2023,11,1,4.4596,96.0919
kota bekasi,bekasitimur,35.621,93.859,37.4,19.269,Built-up,0.206,0.113,37.722,2023,1,1,-6.2421,107.0191
Sijunjung,tanjunggadang,27.583,42.735,25.47,528.145,Tree Cover,0.81,4.869,37.082,2021,6,1,-0.8509,101.1378
Pidie,keumala,116.226,281.094,26.57,139.62,Unknown,0.712,2.526,36.327,2023,1,1,5.2235,95.8649
Karawang,rengasdengklok,75.536,152.826,33.33,7.761,Unknown,0.326,0.079,39.205,2020,2,1,-6.1762,107.3016
Simeulue,teupahbarat,83.498,131.82,27.99,140.595,Tree Cover,0.555,3.057,38.339,2022,12,1,2.4857,96.2329
bogor,gunungputri,42.41,75.42,36.55,81.462,Built-up,0.345,0.389,40.782,2022,2,1,-6.4052,106.9313
Lampung Barat,sukau,43.287,64.717,25.44,911.764,Tree Cover,0.692,7.054,28.672,2023,11,1,-4.9419,103.9856
bekasi,tambunutara,79.081,157.364,29.23,8.214,Built-up,0.204,0.091,39.257,2020,2,1,-6.1927,107.0611
Pandeglang,sukaresmi,80.058,159.534,28.08,9.522,Unknown,0.679,0.188,38.14,2022,12,1,-6.501,105.8383
Serang,kragilan,69.725,116.812,29.2,17.36,Unknown,0.38,0.166,39.32,2021,2,1,-6.1431,106.2752
Bireuen,kotajuang,55.962,126.905,30.13,30.052,Tree Cover,0.532,0.737,36.961,2023,1,1,5.1971,96.7147
Aceh Timur,indramakmur,54.636,126.924,26.73,84.25,Tree Cover,0.516,0.968,38.162,2021,12,1,4.8686,97.5839
Ogan Komering Ulu Selatan,buanapemaca,32.427,76.322,27.25,180.658,Tree Cover,0.795,1.167,30.384,2023,7,1,-4.5556,104.2203
Kota Medan,medanselayang,37.032,47.698,37.48,34.843,Unknown,0.428,0.212,33.709,2022,8,1,3.5526,98.6339
Aceh Selatan,trumontimur,80.142,110.976,28.72,171.326,Unknown,0.789,2.706,36.779,2021,11,1,2.8901,97.7758
Pandeglang,pagelaran,67.906,144.718,29.58,12.296,Tree Cover,0.553,0.32,37.482,2022,3,1,-6.4191,105.8561
Solok,pantaicermin,43.172,77.138,24.02,1483.78,Tree Cover,0.461,9.471,35.974,2023,12,1,-1.2386,100.8822
kota tangerang,cibodas,66.152,107.445,38.47,19.751,Built-up,0.207,0.128,38.771,2020,2,1,-6.2058,106.608
Aceh Tamiang,bandarpusaka,21.813,46.55,28.34,139.137,Tree Cover,0.83,3.232,36.393,2022,1,1,4.2735,97.8512
Aceh Tenggara,darulhasanah,57.92,85.597,18.96,1672.928,Unknown,0.169,10.321,39.176,2022,10,1,3.522,97.5635
bogor,jasinga,69.391,140.416,29.49,163.412,Tree cover,0.771,1.993,35.651,2021,9,1,-6.4806,106.4559
Kerinci,siulak,41.941,73.297,22.22,1379.299,Unknown,0.557,6.366,34.389,2023,12,1,-1.8843,101.4008
bekasi,sukawangi,53.516,91.924,31.96,3.12,Cropland,0.577,0.044,38.826,2021,11,1,-6.1187,107.091
tangerang,pakuhaji,71.044,116.503,27.85,3.922,Cropland,0.325,0.061,37.386,2020,1,1,-6.0602,106.6063
Deli Serdang,tanjungmorawa,24.098,42.614,29.14,26.548,Unknown,0.469,0.255,36.312,2023,1,1,3.5319,98.8065
Pandeglang,sobang,63.095,123.175,28.84,45.873,Unknown,0.566,0.565,38.366,2020,1,1,-6.6058,105.7804
Aceh Barat Daya,setia,34.642,60.696,29.2,7.608,Cropland,0.663,0.512,33.444,2022,1,1,3.6979,96.8748
bekasi,cibitung,61.963,85.414,29.01,14.027,Cropland,0.301,0.106,36.233,2020,1,1,-6.2357,107.1004
jakarta selatan,kebayoranlama,26.427,35.968,38.56,25.395,Built-up,0.265,0.143,38.181,2020,10,1,-6.2495,106.7801
Lebak,cimarga,55.273,95.336,28.04,79.069,Tree Cover,0.682,0.893,38.54,2020,1,1,-6.4532,106.222
Asahan,airbatu,60.443,128.7,30.33,34.312,Tree Cover,0.781,0.249,31.597,2021,8,1,2.8635,99.625
Aceh Tengah,luttawar,30.472,48.559,17.68,1567.916,Tree Cover,0.41,7.43,37.578,2023,11,1,4.5794,96.8847
bogor,cigudeg,54.697,112.178,27.3,309.2,Tree cover,0.453,3.666,39.719,2021,1,1,-6.4937,106.5461
Sijunjung,sumpurkudus,58.818,103.123,24.22,510.361,Tree Cover,0.586,5.531,38.714,2024,11,1,-0.4352,100.9322
Agam,tanjungraya,46.563,124.4,25.29,628.255,Tree Cover,0.475,7.438,31.48,2024,3,1,-0.3128,100.1861
Rokan Hulu,tambusai,69.331,138.233,28.13,71.757,Unknown,0.791,0.361,32.544,2024,11,1,1.0991,100.2624
bogor,jasinga,31.889,92.98,28.73,163.412,Tree cover,0.796,1.993,35.262,2022,7,1,-6.4806,106.4559
Pandeglang,menes,128.687,264.051,18.57,101.851,Unknown,0.445,1.093,38.809,2024,12,1,-6.3808,105.9238
jakarta timur,pasarrebo,64.258,90.123,39.33,48.623,Built-up,0.26,0.252,40.561,2020,1,1,-6.3264,106.8573
Aceh Tenggara,ketambe,54.853,82.554,22.05,1226.849,Tree Cover,0.737,10.825,37.726,2023,5,1,3.6739,97.7405
Serang,carenang,58.548,132.191,27.94,8.132,Unknown,0.421,0.074,38.242,2023,2,1,-6.0855,106.3191
Kota Serang,kasemen,34.912,74.135,32.53,7.1,Unknown,0.427,0.113,38.839,2021,12,1,-6.0585,106.1851
Pidie,indrajaya,36.844,68.887,27.79,22.279,Unknown,0.827,0.209,30.453,2024,1,1,5.3122,95.9357
Mukomuko,ipuh,61.39,117.469,28.4,42.918,Tree Cover,0.79,0.736,35.305,2022,8,1,-2.9951,101.5031
Padang Lawas,ulubarumun,53.331,78.55,25.74,618.636,Tree Cover,0.629,6.801,38.16,2024,1,1,1.0723,99.6332
Nias Utara,alasa,92.431,145.528,29.65,76.422,Unknown,0.622,1.445,34.463,2022,11,1,1.1989,97.3919
jakarta selatan,pancoran,41.244,79.072,38.1,25.372,Built-up,0.257,0.19,39.685,2022,2,1,-6.2553,106.8436
Bengkulu Utara,airbesi,81.382,168.595,29.44,67.491,Unknown,0.823,0.689,32.302,2022,8,1,-3.5222,102.1647
Aceh Utara,sawang,31.478,45.199,29.05,372.75,Unknown,0.74,3.034,40.919,2023,10,1,5.0476,96.8855
Kepulauan Anambas,palmatak,48.882,113.194,21.35,71.138,Unknown,0.301,2.668,24.74911111111111,2021,1,1,3.3364,106.2657
tangerang,sepatan,72.691,127.558,27.51,8.849,Built-up,0.376,0.052,38.771,2020,2,1,-6.1183,106.5801
jakarta selatan,pasarminggu,42.276,72.411,35.26,35.89,Built-up,0.366,0.23,40.999,2020,4,1,-6.2908,106.8293
Kuantan Singingi,kuantanmudik,45.716,70.012,25.76,126.403,Tree Cover,0.521,1.131,37.514,2023,3,1,-0.7798,101.6419
Gayo Lues,putribetung,46.395,76.645,19.44,1814.735,Tree Cover,0.581,10.798,38.376,2023,11,1,3.7816,97.4694
Padang Lawas Utara,simangambat,57.164,91.377,27.44,70.887,Unknown,0.767,0.495,34.959,2024,5,1,1.5189,100.093
kota bogor,bogortengah,119.138,195.895,36.9,250.378,Built-up,0.369,0.88,38.983,2021,11,1,-6.5932,106.7986
Langkat,seilepan,60.877,86.641,22.42,66.419,Unknown,0.427,1.107,38.649,2022,10,1,3.884,98.1754
Sarolangun,mandiangin,47.095,73.971,26.1,72.6,Tree Cover,0.552,0.354,37.492,2024,1,1,-2.11,103.0522
Kepulauan Meranti,rangsangbarat,53.601,71.688,28.21,9.815,Tree Cover,0.674,0.173,33.138000000000005,2022,11,1,1.0882,102.7572
bogor,cisarua,50.017,89.612,26.25,1216.752,Tree cover,0.661,7.714,38.364,2022,5,1,-6.6985,106.9552
Bireuen,jeumpa,22.692,46.103,30.81,107.477,Unknown,0.709,2.161,37.028,2022,3,1,5.1491,96.6554
Seluma,airperiukan,97.883,149.118,29.67428571428572,36.193,Unknown,0.196,0.578,33.622,2022,10,1,-4.0008,102.4202
